SAMPLINGPOINT_LOCALID,DATETIME_BEGIN,DATETIME_END,PROPERTY,VALUE_NUMERIC,UNIT,STATIONCLASSIFICATION,AREACLASSIFICATION,ALTITUDE,STATIONCODE,STATIONNAME,LONGITUDE,LATITUDE,MUNICIPALITY,CALCULATED
SPO.IT0063A_5_BETA_2000-05-05_00:00:00,20231026000000,20231026000000,PM10,13.0,Âµg/m3,industrial,suburban,37.0,IT0063A,LI-COTONE,10.534167000257758,42.93916700009489,MAGAZZINI COMUNALI - LOC. COTONE - Piombino (LI),True
SPO.IT2300A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,24.1,Âµg/m3,traffic,urban,151.0,IT2300A,BRESCIA â VIA TARTAGLIA,10.23193999975451,45.53860999996872,VIA TARTAGLIA - Brescia (BS),True
SPO.IT2300A_5_BETA_2021-01-01_00:00:00,20231026000000,20231026000000,PM10,24.1,Âµg/m3,traffic,urban,151.0,IT2300A,BRESCIA â VIA TARTAGLIA,10.23193999975451,45.53860999996872,VIA TARTAGLIA - Brescia (BS),True
SPO.IT2288A_5_BETA_2018-01-01_00:00:00,20231026000000,20231026000000,PM10,21.23613,Âµg/m3,background,urban,10.0,IT2288A,a2a - Milazzo,15.247567000212703,38.231468999855096,"Milazzo, Salita Cappuccini s.n.",True
SPO.IT2284A_5_OPC-CMC_2019-01-01_00:00:00,20231026000000,20231026000000,PM10,13.79524,Âµg/m3,industrial,suburban,583.0,IT2284A,AOSTA I maggio,7.321889999601491,45.73239999991657,Via I maggio,True
SPO.IT0461A_5_BETA_2002-09-01_00:00:00,20231026000000,20231026000000,PM10,0.0,Âµg/m3,industrial,suburban,10.0,IT0461A,FALCONARA SCUOLA,13.387500000045366,43.6333300000698,VIA CAMPANELLA C/O SCUOLA ELEMENTARE - Falconara Marittima (AN),True
SPO.IT0460A_5_BETA_2003-11-10_00:00:00,20231026000000,20231026000000,PM10,0.0,Âµg/m3,traffic,urban,100.0,IT0460A,JESI,13.245000000387098,43.52694000016027,VIA DEL LAVORO - Jesi (AN),True
SPO.IT0459A_5_BETA_2006-02-20_00:00:00,20231026000000,20231026000000,PM10,14.65625,Âµg/m3,background,suburban,15.0,IT0459A,CHIARAVALLE2,13.34194000005023,43.59888999985952,VIA GRANCETTA - Chiaravalle (AN),True
SPO.IT0267A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,2.685,Âµg/m3,background,suburban,80.0,IT0267A,TAVAZZANO,9.414721999997932,45.3294439997823,Cascina Bagnolo - Tavazzano con Villavesco (LO),True
SPO.IT2261A_5_BETA_2016-05-20_00:00:00,20231026000000,20231026000000,PM10,15.47684,Âµg/m3,traffic,urban,24.0,IT2261A,piazza Volontari Giuliani,13.788950000234372,45.65438999973615,Piazza Volontari Giuliani - Trieste (TS),True
SPO.IT2260A_5_BETA_2016-04-01_00:00:00,20231026000000,20231026000000,PM10,10.74476,Âµg/m3,background,rural-nearcity,366.0,IT2260A,Basovizza,13.854970000394527,45.64731000012837,Basovizza - Trieste (TS),True
SPO.IT2223A_5_LIGHT-SCAT_2019-05-03_00:00:00,20231026000000,20231026000000,PM10,9.287143,Âµg/m3,industrial,suburban,20.0,IT2223A,Tirrenopower Volla,14.349980000056956,40.88640000023777,via Filichito - Volla (NA),True
SPO.IT2221A_5_LIGHT-SCAT_2020-01-28_00:00:00,20231026000000,20231026000000,PM10,12.626,Âµg/m3,industrial,urban,83.0,IT2221A,Tirrenopower Via Epomeo,14.205670000204073,40.84495000021116,via Epomeo - Napoli (NA),True
SPO.IT2184A_5_BETA_2014-09-10_00:00:00,20231026000000,20231026000000,PM10,13.0,Âµg/m3,traffic,urban,316.0,IT2184A,SI-BRACCI,11.32499999969616,43.33779999995746,Viale Bracci - Siena (SI),True
SPO.IT2183A_5_BETA_2014-09-26_00:00:00,20231026000000,20231026000000,PM10,13.0,Âµg/m3,background,urban,8.0,IT2183A,LI-LA-PIRA,10.332699999823411,43.568900000286774,via la Pira - Livorno (LI),True
SPO.IT2155A_5_BETA_2014-09-01_00:00:00,20231026000000,20231026000000,PM10,22.6,Âµg/m3,background,rural-nearcity,450.0,IT2155A,CENGIO - RIO PARASACCO,8.20603999973738,44.397030000245756,VIA MONTALDO - CENGIO (SV),True
SPO.IT2154A_5_BETA_2014-04-10_00:00:00,20231026000000,20231026000000,PM10,15.0,Âµg/m3,background,urban,40.0,IT2154A,LI-PIOMBINO-PARCO-VIII-MARZO,10.524169999803753,42.93194000000992,"Via delle Medaglie d'Oro e della Resistenza, presso parcheggio Parco VIII marzo - Piombino (LI)",True
SPO.IT2153A_5_BETA_2014-01-01_00:00:00,20231026000000,20231026000000,PM10,11.0,Âµg/m3,background,urban,41.0,IT2153A,FI-SIGNA,11.097779999678622,43.79306000027904,VIA MAESTRO DA SIGNA - Signa (FI),True
SPO.IT2140A_5_BETA_2014-02-11_00:00:00,20231026000000,20231026000000,PM10,19.57238,Âµg/m3,traffic,urban,116.0,IT2140A,Via S.Daniele,13.229719999662347,46.07083000026408,via San Daniele - Udine (UD),True
SPO.IT2063A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,25.0,Âµg/m3,industrial,rural,48.0,IT2063A,SPINADESCO,9.940277999967842,45.14833299981362,"via Cesare Battisti, 1 - Spinadesco (CR)",True
SPO.IT2062A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,0.0,Âµg/m3,background,urban,207.0,IT2062A,DALMiNE - Via Verdi,9.614719999821206,45.643890000040585,Via Verdi - Dalmine (BG),True
SPO.IT2061A_5_BETA_2012-03-09_00:00:00,20231026000000,20231026000000,PM10,13.11429,Âµg/m3,background,suburban,380.0,IT2061A,URBINO - LOC.PIANSEVERO - Via Neruda,12.636390000312485,43.73056000004621,Via Neruda - Loc.Piansevero - Urbino - Urbino (PU),True
SPO.IT2008A_5_BETA_2011-02-17_00:00:00,20231026000000,20231026000000,PM10,10.71428,Âµg/m3,background,urban,4.0,IT2008A,CESGI1,8.605278000048871,39.88527800029532,via Pauli Figu S.GIUSTA - Santa Giusta (OR),True
SPO.IT0692A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,27.16381,Âµg/m3,industrial,urban,87.0,IT0692A,SANNAZZARO,8.905559999739978,45.101669999828054,VIA ANTONA TRAVERSI 10 - Sannazzaro de' Burgondi (PV),True
SPO.IT0689A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,0.0,Âµg/m3,industrial,rural,73.0,IT0689A,MEZZANA BIGLI - CASONI BORRONI,8.86888999998602,45.06833000006861,VIA AGOGNA 38 - Mezzana Bigli (PV),True
SPO.IT0477A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,30.48462,Âµg/m3,traffic,urban,122.0,IT0477A,MILANO - V.LE MARCHE,9.191389000333311,45.4955559998796,VIALE MARCHE 71 - Milano (MI),True
SPO.IT0463A_5_BETA_2013-05-01_00:00:00,20231026000000,20231026000000,PM10,7.035714,Âµg/m3,industrial,suburban,90.0,IT0463A,FALCONARA ALTA,13.38999999980297,43.62055999987869,VIA 8 MARZO - Falconara Marittima (AN),True
SPO.IT2001A_5_BETA_2019-07-24_00:00:00,20231026000000,20231026000000,PM10,20.55,Âµg/m3,traffic,urban,283.0,IT2001A,Bra - Madonna Fiori,7.8430999996341715,44.70610000027631,"viale Madonna dei Fiori,55",True
SPO.IT1886A_5_BETA_2018-01-01_00:00:00,20231026000000,20231026000000,PM10,14.59,Âµg/m3,traffic,urban,5.0,IT1886A,PIAZZA SAINT BON - LA SPEZIA,9.815870000063148,44.110129999991926,PIAZZA SAINT BON  - LA SPEZIA (SP),True
SPO.IT1859A_5_nephelometry_beta_2007-11-16_00:00:00,20231026000000,20231026000000,PM10,22.08048,Âµg/m3,traffic,urban,197.0,IT1859A,TRENTO VBZ,11.110230000034568,46.10434000029117,Via Bolzano - Trento (TN),True
SPO.IT1857A_5_BETA_2007-01-01_00:00:00,20231026000000,20231026000000,PM10,0.0,Âµg/m3,traffic,urban,257.0,IT1857A,TE - Porta Madonna,13.709440000350915,42.65721999998824,Viale Crispi - Teramo (TE),True
SPO.IT1856A_5_BETA_2007-01-01_00:00:00,20231026000000,20231026000000,PM10,0.0,Âµg/m3,background,urban,673.0,IT1856A,AQ - Amiternum,13.383060000396805,42.36417000025051,Via Amiternum - L'Aquila (AQ),True
SPO.IT1796A_5_TEOM_2006-02-20_00:00:00,20231026000000,20231026000000,PM10,9.469231,Âµg/m3,background,rural,110.0,IT1796A,Civitanova IPPODROMO S. MARONE,13.674719999635336,43.33555999967512,Via Asola - Civitanova Marche (MC),True
SPO.IT1795A_5_TEOM_2006-02-20_00:00:00,20231026000000,20231026000000,PM10,0.0,Âµg/m3,background,suburban,225.0,IT1795A,Macerata COLLEVARIO,13.428610000346197,43.28499999989706,Via G. Verga - Macerata (MC),True
SPO.IT1739A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,21.7,Âµg/m3,background,urban,45.0,IT1739A,CREMONA VIA FATEBENEFRATELLI,10.045833000410855,45.14222200005792,via Fatebenefratelli  - Cremona (CR),True
SPO.IT1737A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,34.8,Âµg/m3,background,urban,70.0,IT1737A,BRESCIA VILLAGGIO SERENO,10.219444000266128,45.51527799979404,Traversa IV - Brescia (BS),True
SPO.IT1735A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,35.44809,Âµg/m3,background,urban,90.0,IT1735A,VOGHERA - VIA POZZONI,9.009443999905551,45.00027799994541,Via Pozzoni - Voghera (PV),True
SPO.IT1734A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,9.013809,Âµg/m3,background,suburban,237.0,IT1734A,VALMADRERA,9.348890000158756,45.84082999998571,via Monsignor Pozzi - Valmadrera (LC),True
SPO.IT1650A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,19.7,Âµg/m3,background,urban,212.0,IT1650A,SARONNO - SANTUARIO,9.024167000238384,45.62694399989338,VIA SANTUARIO - Saronno (VA),True
SPO.IT1648A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,19.2,Âµg/m3,background,suburban,320.0,IT1648A,CANTU - VIA MEUCCI,9.125830000305609,45.72721999992814,VIA MEUCCI - Cantï¿½ (CO),True
SPO.IT1646A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,23.3,Âµg/m3,background,suburban,47.0,IT1646A,SAN ROCCO AL PORTO,9.713889999803518,45.081991889689114,Via Matteotti - San Rocco al Porto (LO),True
SPO.IT1593A_5_BETA_2010-01-01_00:00:00,20231026000000,20231026000000,PM10,19.0,Âµg/m3,background,urban,10.0,IT1593A,GR-URSS,11.119169999606145,42.77861000026988,VIA URSS - Grosseto (GR),True
SPO.IT1536A_5_BETA_2015-01-01_00:00:00,20231026000000,20231026000000,PM10,19.95,Âµg/m3,background,urban,6.0,IT1536A,MAGGIOLINA - LA SPEZIA,9.843940000004155,44.11603000026739,"INTERNO PARCO MAGGIOLINA, VIALE ITALIA - LA SPEZIA (SP)",True
SPO.IT1877A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,18.9,Âµg/m3,background,urban,260.0,IT1877A,Torino - Rubino,7.625899999636856,45.04189999981362,via Edoardo Rubino c/o giardini Rubino,True
SPO.IT1876A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,20.81556,Âµg/m3,background,suburban,273.0,IT1876A,CALUSCO,9.466666999555454,45.68333299976486,Via caduti sul lavoro - Calusco d'Adda (BG),True
SPO.IT1874A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,27.94333,Âµg/m3,industrial,urban,6.0,IT1874A,PARONA,8.754719999661441,45.28110999980102,Via della Miseria 3 - Parona (PV),True
SPO.IT1873A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,15.3,Âµg/m3,background,urban,215.0,IT1873A,FERNO,8.749999999630399,45.61667000005815,Via Alfredo di Dio - Ferno (VA),True
SPO.IT1830A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,30.0,Âµg/m3,background,urban,91.0,IT1830A,Alessandria - Volta,8.623199999923134,44.92029999973801,"via Spalto Marengo, 38",True
SPO.IT1773A_5_BETA_2006-10-01_00:00:00,20231026000000,20231026000000,PM10,11.33571,Âµg/m3,background,rural-regional,550.0,IT1773A,Genga -Parco Gola della Rossa,12.95221999961863,43.46806000030814,Piani di Rocchetta - Genga (AN),True
SPO.IT1694A_5_BETA_2005-04-01_00:00:00,20231026000000,20231026000000,PM10,16.67143,Âµg/m3,traffic,urban,325.0,IT1694A,Fabriano,12.909439999763585,43.34389000017915,Viale Moccia - Fabriano (AN),True
SPO.IT1692A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,27.2,Âµg/m3,background,urban,122.0,IT1692A,MILANO PASCAL CITTï¿½ STUDI,9.235830000420053,45.47832999988908,via Pascal - Milano (MI),True
SPO.IT1681A_5_BETA_2008-01-01_00:00:00,20231026000000,20231026000000,PM10,7.0,Âµg/m3,background,rural,650.0,IT1681A,AR-CASA-STABBI,11.901670000093603,43.66027999997878,- LOC. CASA STABBI - Chitignano (AR),True
SPO.IT1592A_5_BETA_2016-01-14_00:00:00,20231026000000,20231026000000,PM10,26.0,Âµg/m3,traffic,urban,10.0,IT1592A,GR-SONNINO,11.1099999998808,42.762499999894025,VIALE SONNINO - Grosseto (GR),True
SPO.IT1588A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,15.4,Âµg/m3,traffic,urban,388.0,IT1588A,VARESE - VIA COPELLI,8.820277999864233,45.81694400016833,"Via Copelli, 9 - Varese (VA)",True
SPO.IT1578A_5_BETA_2005-04-15_00:00:00,20231026000000,20231026000000,PM10,0.0,Âµg/m3,background,suburban,20.0,IT1578A,VIA SCARPELLINI,12.918889999871414,43.893329999783504,VIA SCARPELLINI - Pesaro (PU),True
SPO.IT1456A_5_BETA_2015-01-01_00:00:00,20231026000000,20231026000000,PM10,18.87,Âµg/m3,traffic,urban,2.0,IT1456A,SAN CIPRIANO - LIBERTA - LA SPEZIA,9.832109999789319,44.110810000252584,VIALE S.CIPRIANO ANGOLO PIAZZA LIBERTA - LA SPEZIA (SP),True
SPO.IT1449A_5_BETA_2018-01-01_00:00:00,20231026000000,20231026000000,PM10,21.40841,Âµg/m3,background,suburban,50.0,IT1449A,a2a - San Filippo del Mela,15.271442999654129,38.17462400021944,"San Filippo del Mela, Via Alessandro Cocuzza s.n.",True
SPO.IT1486A_5_BETA_2016-03-09_22:00:00,20231026000000,20231026000000,PM10,11.3,Âµg/m3,background,urban,68.0,IT1486A,CE51 ISTITUTO MANZONI,14.344720000250744,41.08444000010625,VIA DE GASPERI - Caserta (CE),True
SPO.IT1464A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,27.8,Âµg/m3,background,rural,115.0,IT1464A,CASIRATE D'ADDA,9.556388999978074,45.49750000024328,VIA CIMITERO - Casirate d'Adda (BG),True
SPO.IT1463A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,26.69979,Âµg/m3,background,suburban,182.0,IT1463A,OSIO SOTTO,9.611543500382695,45.620582559895354,"VIA PER LEVANTE, 40 - Osio Sotto (BG)",True
SPO.IT1459A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,17.24389,Âµg/m3,background,suburban,206.0,IT1459A,BUSTO ARSIZIO - ACCAM,8.834492439660211,45.582887139943594,via Novara angolo via Liguria - Busto Arsizio (VA),True
SPO.IT1361A_5_BETA_2002-05-01_00:00:00,20231026000000,20231026000000,PM10,0.0,Âµg/m3,traffic,urban,20.0,IT1361A,VIA MONTEGRAPPA,13.018609999674636,43.83972000018544,VIA MONTEGRAPPA - Fano (PU),True
SPO.IT1335A_5_nephelometry_beta_2018-01-01_00:00:00,20231026000000,20231026000000,PM10,15.89625,Âµg/m3,traffic,urban,297.0,IT1335A,ME1 Merano,11.161629999794052,46.66199999971489,VIA TROGMANN - Merano (BZ),True
SPO.IT1334A_5_nephelometry_beta_2016-01-01_00:00:00,20231026000000,20231026000000,PM10,18.44857,Âµg/m3,traffic,urban,260.0,IT1334A,BZ5 Bolzano,11.339969999901198,46.49546999979077,PIAZZA ADRIANO - Bolzano (BZ),True
SPO.IT1208A_5_BETA_2007-06-26_00:00:00,20231026000000,20231026000000,PM10,0.0,Âµg/m3,traffic,urban,8.0,IT1208A,PE - VIA SACCO,14.197499999663119,42.451940000108046,VIA SACCO - Pescara (PE),True
SPO.IT1191A_5_nephelometry_beta_2008-10-28_00:00:00,20231026000000,20231026000000,PM10,6.63381,Âµg/m3,background,rural,1601.0,IT1191A,MONTE GAZA,10.958040000068957,46.082530000183,MALGA GAZA - Vallelaghi (TN),True
SPO.IT1153A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,29.1,Âµg/m3,traffic,urban,45.0,IT1153A,CREMONA - P.ZZA CADORNA,10.016667000127676,45.132777999937815,P.ZZA CADORNA - Cremona (CR),True
SPO.IT1149A_5_BETA_2002-06-18_00:00:00,20231026000000,20231026000000,PM10,0.0,Âµg/m3,background,suburban,353.0,IT1149A,PI-MONTECERBOLI,10.88166699980265,43.24777800000559,VIA MANZONI  C/O CAMPO SPORTIVO - Pomarance (PI),True
SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,20231026000000,20231026000000,PM10,16.17809,Âµg/m3,background,urban,203.0,IT1037A,TRENTO PSC,11.12620000032231,46.062929999707684,PARCO SANTA CHIARA - Trento (TN),True
SPO.IT1034A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,27.5,Âµg/m3,traffic,urban,221.0,IT1034A,MEDA,9.156939999779388,45.66082999996258,VIA GAGARIN ANG. INDIPENDENZA - Meda (MB),True
